cg287646953_BC21
0.8862128
0.8716170
0.9145890
0.9021123
0.9134534
0.9002069
0.8646888
0.8991724
0.8955849
0.9105976
0.9002714
0.8871203
0.8852781
0.8771115
0.8786833
0.8955913
0.8951076
0.8904502
0.8723393
0.8466985
0.8063306
0.8856331
0.8890003
0.8637846
0.8928045
0.9050267
0.9110397
0.8898146
0.8459723
0.8938618
0.9012794
0.9091396
0.9032599
0.9014841
0.8509009
0.9009114
0.8606207
0.8885457
0.8777509
0.9157852
0.8906334
0.8566001
0.8946717
0.8626437
0.9142969
0.9251456
0.9078258
0.8785723
0.9061825
0.8860478
0.9056733
0.8978888
0.9048239
0.8916561
0.8876363
0.8959718
0.8976309
0.9134988
0.8816410
0.8776767
0.9193213
0.8895489
0.8862952
0.9107450
0.8868368
0.8728806
0.8762602
0.8458661
0.8996375
0.8952554
0.8957741
0.8897183
0.8642160
0.9149048
0.9244901
0.9032697
0.9177232
0.8815133
0.8747348
0.8954496
0.8724362
0.9160722
0.8997308
0.8872001
0.8977289
0.8699660
0.9138474
0.8978957
0.8718214
0.8598385
0.8970168
0.8890367
0.8442386
0.8732175
0.8762892
0.8791804
0.8920337
0.8960337
0.8891887
0.8732867
0.9092443
0.8833537
0.9086417
0.8927456
0.8939977
0.8987224
0.8284661
0.9016697
0.8951425
0.9000223
0.9018503
0.9072656
0.8790088
0.8606929
0.8533832
0.9140572
0.8832067
0.9092697
0.8511741
0.8472812
0.8720320
0.9029336
0.9022361
0.8981653
0.9157817
0.9049793
0.9126685
0.9353172
0.8752636
0.9140419
0.9119615
0.8719594
0.8914481
0.8551115
0.8589117
0.9028116
0.9007027
0.9008725
0.8776967
0.9056195
0.8848163
0.8487607
0.8681378
0.8740996
0.8805827
0.8978112
0.9044338
0.8790363
0.8940428
0.8877165
0.8945310
0.8935258
0.8672969
0.8674403
0.8744064
0.8617044
0.8878991
0.8708222
0.8255959
0.8868840
0.8944558
0.8493750
0.8749238
0.8561183
0.8699396
0.8903221
0.8679424
0.8720272
0.8641990
0.8643798
0.8931536
0.9044705
0.8678783
0.9002887
0.9223373
0.8979834
0.8661873
0.8709910
0.8657285
0.8699759
0.8985655
0.8850908
0.6216504
0.8057073
0.7299555
0.8414127
0.8541224
0.8655119
0.8705538
0.8776291
0.8803901
0.8772970
0.8919783
0.9244659
0.9081615
0.9027797
0.9103525
0.8795132
0.9030910
0.8880647
0.8567452
0.8778100
0.8633126
0.8670616
0.8580981
0.8129361
0.9114550
0.8623799
0.8903883
0.8850310
0.9007636
0.8612524
0.8998858
0.9012452
0.8796133
0.8873905
14
599944
DGAT1
603035
612781
